MasterIndex,Patent,IssueDate,AppDate,OrigAppDate,ReissueOf,Renewal,Continuation,Division,Class,Subclass,OtherClasses,IPCCodes,Claims,NumInventors,FirstInventor,InvCity,InvState,InvCountry,Assignee,AssCity,AssState,AssCountry,NumRefs,NumUSRefs,NumUtilityRefs,NumDesignRefs,NumPlantRefs,NumReissueRefs,NumForReferences,OCPDate,MCPDate,USPQDocketNum,DJ,PatDef,DCPub,DCEdition,DCVolume,DCPage,DCNumPatents,DCDecision,DCState,District,CAFCEra,DistDate,Patentee,AllegInf,AllegInf2,ACPub,ACEdition,ACVolume,ACPage,ACNumPatents,FirstAC,ACDate,Affirmed,ACDecision,DC2ndDecDate,DC2ndCite,DC2ndDec,AC2ndDecDate,AC2ndCite,AC2ndDecision
9056,RE22221,11/10/42,8/14/39,12/12/35,2090633,0,0,0,432,62,432/151,A24B,6,1,"Mayo, Reubin E.",Snow Hill,NC,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,202,0,0,1,1,75,137,1,INV,NC,ED,0,8/22/47,Florence-Mayo Nuway Co.,Hardy et al.,C.L. Hardy & Co.,1,1,77,439,1,4,5/4/48,0,rev(V&I),na,na,na,na,na,na
9057,RE22241,12/29/42,9/18/42,3/22/32,1998878,0,0,0,549,536,549/523,C07D,3,1,"Lefort, Theodore Emile",Paris,na,FR,Carbide and Carbon Chemicals Corporation,New York,NY,US,na,na,na,na,na,na,na,na,na,notcapt,1,1,1,1,71,226,1,INV,NY,SD,0,5/15/46,Carbide and Carbon Chemical Corp.,"U.S. Industrial Chemicals, Inc.",none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
9058,RE22266,2/16/43,7/9/42,6/29/36,2186813,0,0,0,337,210,337/194; 337/211; 337/213,H01H,19,2,"Adam, Frederick B.",St. Louis,MO,US,Frank Adam Electric Company,St. Louis,MO,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,1,INV,MO,ED,0,unknown,Frank Adam Electric Co.,Federal Electric Products Co.,none,1,1,95,349,1,8,12/9/52,1,affirmed,na,na,na,na,na,na
9059,RE22301,4/13/43,12/30/42,10/30/35,2087480,0,0,0,12,33.2,12/129.4; 12/142F; 156/272.2; 156/274.4; 156/274.8; 156/275.7; 156/379.6; 156/379.7; 219/766; 34/255; 34/398; 523/167,A43D,28,1,"Pitman, Earle C.",Red Bank,NJ,US,E. I. du Pont de Nemours & Company,Wilmington,DE,US,na,na,na,na,na,na,na,na,na,414,1,1,1,1,65,398,1,INV,DE,na,0,3/23/45,E.I. du Pont de Nemours & Co.,The Girdler Corp.,none,1,1,68,462,1,3,1/15/46,1,affirmed,na,na,na,na,na,na
9060,RE22331,6/8/43,4/7/43,3/15/40,2300305,0,0,1,433,212.1,none,A61C,11,1,"Myerson, Simon",Brookline,MA,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,17-16,0,0,1,1,69,220,4,INV,NY,SD,0,3/5/46,Myerson et al.,Dentists' Supply Co. of NY,none,1,1,72,336,2,2,2/14/47,1,affirmed,na,na,na,na,na,na
9061,RE22397,11/30/43,8/14/43,8/6/42,2320327,0,0,0,427,546,219/76.1; 219/76.17; 427/318; 427/422; 427/592,C23C,11,1,"Meduna, John Frank",Seattle,WA,US,"Metallizing Engineering Co., Inc.",Long Island City,NY,US,na,na,na,na,na,na,na,na,na,1017,0,0,1,1,65,344,1,V&I,CT,na,0,3/29/45,"Metallizing Engineering Co., Inc.","Kenyon Bearing & Auto Parts Co., Inc., et al.",none,1,1,68,54,1,2,1/10/46,0,rev(INV),na,na,na,na,na,na
9062,RE22399,12/7/43,8/22/42,11/10/39,2217896,0,0,0,425,106,425/320; 425/91,A21C,14,1,"Fonken, Martin E.",Beloit,WI,US,Interstate Bakeries Corporation,Kansas City,MO,US,na,na,na,na,na,na,na,na,na,2913,0,0,1,1,80,566,2,INV,KS,na,0,10/6/48,Interstate Bakeries Corp.,General Baking Co.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
9063,RE22454,3/7/44,1/6/43,12/2/27,1889429,0,0,0,428,402,106/472; 23/314; 264/117; 34/337; 423/445R,C09C,8,2,"Wiegand, William B.",Old Greenwich,CT,US,Binney & Smith Co.,New York,NY,US,na,na,na,na,na,na,na,na,na,2219; 2237,1,1,1,1,64,366,1,V&I,MD,na,0,2/8/45,"The Carbon Black Research Foundation, Inc.","United Carbon Co., Inc.",none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
9064,RE22638,4/24/45,8/18/44,11/3/36,2238813,0,1,0,30,34.2,30/43.1; 362/115,B26B 19/02,53,1,"Kleinman, Jacob",New York,NY,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,1,V&I,NY,ED,0,unknown,Jacob L. Kleinman,Paul Kobler (d/b/a Kobler Shaver Co.),none,1,1,108,301,1,2,2/20/56,0,rev(INV),na,na,na,na,na,na
9065,RE22660,8/7/45,3/22/40,5/23/34,2111558,0,0,0,132,220,44/251,A45D,15,2,"Evans, Ralph L.",New York,NY,US,Zotos Corporation,New York,NY,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,2,V&I,IL,ND,0,unknown,"Sales Affiliates, Inc.","National Mineral Co., by change of name, Helene Curtis Industries, Inc.",none,1,1,80,389,2,7,2/7/49,0,rev(INV),na,na,na,na,na,na
9066,RE22740,4/2/46,12/30/44,4/13/42,2347474,0,0,0,366,109,none,B65B,3,1,"Ernst, Earl A.",Bakersfield,CA,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,2,NINF,CA,SD,0,unknown,Ernst,"Clemens et al., d/b/a Ideal Manufacturing Co.",none,1,1,87,349,2,9,11/9/50,1,affirmed,na,na,na,na,na,na
9067,RE22807,10/29/46,10/15/41,5/19/39,2248328,0,0,0,16,444,5/703,A47C 31/08; A47C 31/00,6,1,"Bechik, Michael",St. Paul,MN,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,1,1,113,32,1,V&I,IL,ND,0,3/7/57,"Bechik Products, Inc.",New & Frank Co. Inc.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
9068,RE22865,4/8/47,8/5/46,1/12/39,2215944,0,0,0,426,573,426/616; 426/655,A23L 1/212,14,1,"Vincent, Daniel",Tampa,FL,US,none,na,na,omitted,0,0,0,0,0,0,0,na,na,notcapt,1,1,0,nocite,nocite,nocite,2,INV,FL,SD,0,unknown,"Food Processes Inc. and Dan B. Vincent, Inc.",Suni-Citrus Products Co.,Minute Maid Corp.,1,1,102,373,2,5,8/5/54,1,affirmed,na,na,na,na,na,na
9069,RE22881,5/20/47,8/6/46,3/10/43,2382617,0,0,1,352,39,346/107.2; 346/66; 396/11,G03B,12,1,"Del Riccio, Lorenzo",Los Angeles,CA,US,"Del Riccio, Lorenzo; Allen, Kent",Los Angeles,CA,US,0,0,0,0,0,0,0,na,na,27657-G,0,0,1,1,84,314,1,INV,CA,ND,0,11/30/49,Photochart et al.,"Photo Patrol, Inc., et al.",American Teletimer Corp.,1,1,90,46,1,9,6/11/51,1,affirmed,na,na,na,na,na,na
9070,RE22946,12/9/47,8/6/47,1/28/39,2210808,0,0,0,261,114.1,261/114.2,B01D 3/14; B01D 3/32; B01D 3/20; B65D 90/22,18,1,"Glitsch, Hans",Dallas,TX,US,Glitsch Engineering Co.,Dallas,TX,US,13,12,12,0,0,0,1,5/21/09,8/16/32,notcapt,0,0,1,1,102,393,1,NINF,TX,ND,0,6/1/54,"Fritz W. Glitsch & Sons, Inc.",Wyatt Metal and Boiler Works,none,1,1,106,162,1,5,7/15/55,0,rev(INV),na,na,na,na,na,na
9071,RE22956,12/30/47,9/8/45,2/9/42,2378661,0,0,0,72,187,72/196,B21D,8,1,"Salzer, John",Houston,TX,US,"Daniel, Palo R.",Harris County,TX,US,10,9,9,0,0,0,1,8/16/04,4/27/33,4077,0,0,1,1,94,344,1,INV,TX,SD,0,5/8/52,Daniel et al.,O. & M. Manufacturing Co. et al.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
9072,RE22979,3/2/48,11/5/47,12/31/36,2210323,0,0,0,414,422,none,B66F 9/06,19,1,"Lambert, Walter",Maryville,TN,US,McMurry Structual Steel Co.,Nashville,TN,US,0,0,0,0,0,0,0,na,na,notcapt,0,0,1,1,124,332,6,NINF,OH,ND,0,8/27/59,"Dempster Brothers, Inc.",The Perfection Steel Body Co.,The Cobey Corp.,0,F. 2d,286,430,6,6,12/28/60,1,affirmed,na,na,na,na,na,na
9073,RE22988,3/16/48,1/19/48,5/6/42,2360067,0,0,0,138,105,285/114; 285/47,F16L,6,1,"McLeish, William S.",Barberton,OH,US,The Ric-wIL Company,Cleveland,OH,US,0,0,0,0,0,0,0,na,na,47C611,0,0,1,1,81,6,4,V&I,IL,ND,0,7/16/48,The Ric-Wil Co.,E.B. Kaiser Co.,none,1,1,84,121,4,7,1/5/50,1,affirmed,na,na,na,na,na,na
9074,RE22989,3/23/48,12/16/46,3/1/43,2391150,0,0,0,248,261,160/34; 211/105.1; 248/217.3; 248/305,A47H,18,1,"Ganter, Francis X.",Los Angeles,CA,US,none,na,na,omitted,5,5,5,0,0,0,0,10/24/1893,8/15/22,9833,0,0,1,1,85,342,1,NINF,CA,SD,0,3/20/50,Ganter,Unit Venetian Blind Supply Corp. et al.,W. Edward Darum Machine Co.,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
9075,RE23039,9/21/48,2/15/47,5/23/45,2396493,0,0,0,296,78.1,none,B62J 17/04; B62J 17/00,9,1,"Comiskey, Anthony",Chicago,IL,US,none,na,na,omitted,7,6,6,0,0,0,1,9/11/17,3/31/25,notcapt,0,0,1,1,136,579,1,INV,MI,ED,0,10/11/62,Comickey Engineering Co. Inc.,Joseph Buegeleisen Co. Inc.,"Sears, Roebuck & Co.",na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
9076,RE23044,10/19/48,5/22/48,6/7/45,2440139,0,0,1,19,203,none,D01G 9/06; D01G 9/00,6,1,"Brooks, Eugene",Dallas,TX,US,Continental Gin Co.,na,na,US,3,3,3,0,0,0,0,2/7/28,6/19/34,notcapt,0,0,1,1,120,427,1,V&I,AL,ND,0,5/3/58,Continental Gin Co.,"The Murray Co. of Texas, Inc.",none,1,1,120,416,1,5,2/26/59,0,rev(INV),na,na,na,na,na,na
9077,RE23045,10/19/48,4/22/48,10/11/33,2077807,0,0,0,49,368,none,E06B,11,2,"Peremi, Edmund",Bayside,NY,US,Reconstruction Finance Corporation,New York,NY,US,0,0,0,0,0,0,0,na,na,6216; 6619,0,0,1,1,86,296,7,INV,MO,ED,0,5/22/50,General Bronze Corp.,Cupples Products Corp. et al.,none,1,1,89,355,7,8,5/17/51,1,affirmed,na,na,na,na,na,na
9078,RE23058,12/14/48,6/18/48,2/16/31,2056165,0,0,0,62,229,62/438; 62/447; 62/526,F25D 11/02,4,2,"Bronaugh, Lewis",Portland,OR,US,Refreigeration Patents Corp.,Buffalo,NY,US,22,22,21,0,0,1,0,5/30/16,9/16/30,notcapt,0,0,0,nocite,nocite,nocite,1,INV,OR,na,0,unknown,"Moist Cold Refrigerator Co., Inc.","Lou Johnson Co., Inc.","Meier & Frank Co., Inc., Admiral Corp., and Amana Refrigeration, Inc.",1,1,103,410,1,9,11/24/54,0,R&R,unknown,unpub,INV,10/17/57,115-160,R&R
9079,RE23066,12/21/48,7/23/40,6/20/35,2126910,0,0,0,318,580,244/189; 318/616; 318/647; 318/662; 318/675,na,23,1,"Moseley, Francis",Chevy Chase,MD,US,The Sperry Corp.,na,na,US,5,4,4,0,0,0,1,12/4/28,2/26/29,notcapt,0,0,1,1,215,629,1,INV,IN,ND,0,7/16/82,Walter Marcyan and Marcy Gymnasium Equipment Co.,Nissen Corp.,"Universal Gym Equipment, Inc.",0,F. 2d,725,687,1,7,12/27/83,1,affirmed,na,na,na,na,na,na
9080,RE23137,7/26/49,5/26/49,8/15/44,2443187,0,0,0,285,95,285/334.5; 285/342; 285/354; 285/368,F16L 17/08; F16L 17/00,7,1,"Hobbs, James",Coral Gables,FL,US,none,na,na,omitted,0,0,0,0,0,0,0,na,na,notcapt,0,0,1,1,111,91,2,INV,WI,WD,0,9/25/56,James C. Hobbs,Wisconsin Power and Light Co.,The William Powell Co.,1,1,115,371,2,7,12/6/57,1,affirmed,na,na,na,na,na,na
9081,RE23146,9/13/49,9/2/48,8/7/46,2445965,0,0,0,56,12.8,415/121.2; 415/121.3; 55/400,A01D; F02M,5,1,"Packwood, Heza H.",Baton Rouge,LA,US,none,na,na,omitted,12,12,12,0,0,0,0,3/16/1897,6/3/30,1307,0,0,1,1,90,335,1,V&I,DE,na,0,8/10/51,Packwood,Briggs & Stratton Corp. et al.,Savage Arms Corp.,1,1,93,274,1,3,4/23/52,0,rev(INV),na,na,na,na,na,na
9082,RE23163,11/1/49,7/12/49,7/24/46,2459452,0,0,0,132,277,none,A45D 8/00; A45D 8/20,11,2,"Reiner, Kenneth",Los Angeles,CA,US,none,na,na,omitted,0,0,0,0,0,0,0,na,na,notcapt,0,0,1,1,118,30,1,INV,NY,ED,0,6/20/58,The Kaynar Co.,The I. Leon Co. Inc.,none,1,1,128,25,1,2,12/21/60,0,rev(V&I),na,na,na,na,na,na
9083,RE23167,11/15/49,5/25/49,11/19/45,2465120,0,0,0,2,268,none,A41D 27/00; A41D 27/26,20,1,"Riley, Ruth",Los Angeles,CA,US,none,na,na,omitted,5,4,4,0,0,0,1,3/28/1899,3/15/38,notcapt,0,0,1,1,98,433,1,INV,CA,SD,0,9/16/53,Ruth E. Riley,"Broadway-Hale Stores, Inc.",none,1,1,103,414,1,9,12/7/54,1,affirmed,na,na,na,na,na,na
9084,RE23171,11/29/49,10/4/49,5/25/44,2442338,0,0,0,264,554,101/32; 264/DIG.78; 425/388; 425/DIG.48,B29C 51/04; B29C 51/00,8,1,"Borkland, Gustave",Marion,IN,US,none,na,na,omitted,0,0,0,0,0,0,0,na,na,notcapt,0,0,1,1,109,481,2,INV,IL,ND,0,5/31/56,Gustave W. Borkland,Paramount Plastics Co.,none,1,1,113,401,2,7,5/20/57,1,affirmed,na,na,na,na,na,na
9085,RE23189,1/10/50,6/15/49,12/30/46,2455700,0,0,0,277,379,277/397; 277/910,F16J 15/38,7,1,"Porges, Frederick",Manchester,na,GB,Flexibox Ltd.,Manchester,na,GB,2,2,2,0,0,0,0,5/8/34,11/26/46,notcapt,1,1,1,1,145,667,1,INV,DC,na,0,6/16/65,Flexibox Ltd. and Waukesha Bearings Corp.,Sealol Corp.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
9086,RE23203,3/7/50,10/18/49,3/17/44,2482288,0,0,0,381,319,361/815; 381/323; 381/364,H04R 25/04,10,1,"Posen, Sam",Chicago,IL,US,Beltone Hearing Aid Co.,Chicago,IL,US,15,15,15,0,0,0,0,11/2/1886,3/5/40,50C1250,0,0,1,1,94,60,1,INV,IL,ND,0,5/16/52,Beltone Hearing Aid Co.,"American Sound Products, Inc.",none,1,1,97,284,1,7,5/1/53,1,affirmed,na,na,na,na,na,na
9087,RE23226,5/9/50,10/4/40,2/18/36,2133776,0,0,0,250,269.1,250/375; 250/382,G01V 5/00; G01V 5/12,21,1,"Bender, John",Houston,TX,US,Lane-Wells Co.,Los Angeles,CA,US,8,8,8,0,0,0,0,7/14/08,4/2/35,notcapt,0,1,1,1,131,179,7,V&I,OK,ND,0,10/18/61,"Well Surveys, Inc.",McCullough Tool Co.,none,1,1,145,6,4,10,3/17/65,1,affirmed,na,na,na,na,na,na
9088,RE23231,5/16/50,11/29/49,2/27/46,2458971,0,0,0,53,409,493/111,B65B 9/06,8,2,"Wilson, Henry",Grand Junction,CO,US,Pittsburgh-Erie Saw Corp.,Pittsburgh,PA,US,15,14,14,0,0,0,1,3/1/21,8/6/35,notcapt,0,0,1,1,107,203,1,V&I,GA,ND,0,7/27/55,Pittsburgh-Erie Saw Corp.,Southern Saw Service Inc.,none,1,1,111,362,1,5,11/27/56,0,~v&i,na,na,na,na,na,na
9089,RE23261,8/22/50,3/5/49,8/28/45,2444748,0,0,0,368,256,368/261; 968/589,G04C 21/00; G04C 21/18,12,1,"Parissi, Anthony",Cohoes,NY,US,none,na,na,omitted,15,13,13,0,0,0,2,4/1/13,4/14/31,notcapt,1,1,1,1,101,144,2,INV,NY,ND,0,4/12/54,Anthony J. Parissi,Telechron Inc.,General Electric Co.,1,1,109,24,3,2,2/3/56,1,affirmed,na,na,na,na,na,na
9090,RE23272,9/26/50,4/29/50,2/23/40,2321597,0,0,0,251,267,220/240; 220/304; 220/327; 251/12,F16K 15/06; F16K 15/02,23,1,"Hobbs, James",Coral Gables,FL,US,none,na,na,omitted,8,8,8,0,0,0,0,6/12/17,8/9/32,notcapt,0,0,1,1,111,91,2,INV,WI,WD,0,9/25/56,James C. Hobbs,Wisconsin Power and Light Co.,The William Powell Co.,1,1,115,371,2,7,12/6/57,1,affirmed,na,na,na,na,na,na
9091,RE23297,11/28/50,9/14/48,8/19/43,2445579,0,1,0,359,491,264/1.35; 359/490,G02B 5/30,9,2,"Hyman, Jr., Mark",Belmont,MA,US,Polaroid Corp.,Cambridge,MA,US,14,13,13,0,0,0,1,11/3/32,3/2/43,notcapt,1,1,1,1,105,10,6,INV,MA,na,0,2/28/55,Polaroid Corp.,Depix Corp.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
9092,RE23326,1/9/51,8/21/50,4/27/37,2203296,0,0,0,477,73,192/85CA; 477/74; 477/75; 477/77,na,58,1,"Fleischel, Gaston",Bleneau,na,FR,none,na,na,omitted,6,6,5,0,0,1,0,12/29/08,11/13/34,4801,0,0,1,1,89,568,1,NINF,MD,na,0,2/28/51,Specialty Equipment & Machinery Corp.,Zell Motor Car Co. et al.,Packard Motor Car Co.,1,1,92,84,1,4,1/9/52,0,R&R,na,na,na,na,na,na
9093,RE23326,1/9/51,8/21/50,4/27/37,2203296,0,0,0,477,73,192/85CA; 477/74; 477/75; 477/77,na,58,1,"Fleischel, Gaston",Bleneau,na,FR,none,na,na,omitted,6,6,5,0,0,1,0,12/29/08,11/13/34,notcapt,0,0,1,1,97,420,1,INV,MD,na,0,5/29/53,Specialty Equipment & Machinery Corp.,The Zell Motor Car Co.,Packard Motor Car Co.,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
9094,RE23354,4/10/51,4/24/50,3/18/47,2499695,0,0,0,175,297,none,E21B 31/113; E21B 31/00,3,1,"Storm, Lynn",Houston,TX,US,none,na,na,omitted,11,10,10,0,0,0,1,4/29/09,5/12/31,notcapt,0,0,1,1,129,18,1,V&I,TX,SD,0,3/15/61,Bowen-Itco Inc.,"Houston Engineers, Inc.",none,1,1,135,334,1,5,11/21/62,0,rev(NINF),na,na,na,na,na,na
9095,RE23416,10/16/51,6/7/46,1/2/42,2380112,0,0,0,175,336,175/340; 175/375,E21B 10/08; E21B 10/14,18,1,"Kinnear, Clarence",Houston,TX,US,none,na,na,omitted,13,13,13,0,0,0,0,4/20/15,8/4/36,notcapt,0,0,1,1,112,385,1,INV,TX,ED,0,9/28/56,Kinnear-Weed Corp.,Humble Oil & Refining Co.,none,1,1,132,305,2,5,5/17/61,0,rev(NINF),na,na,na,na,na,na
9096,RE23416,10/16/51,6/7/46,1/2/42,2380112,0,0,0,175,336,175/340; 175/375,E21B 10/08; E21B 10/14,18,1,"Kinnear, Clarence",Houston,TX,US,none,na,na,omitted,13,13,13,0,0,0,0,4/20/15,8/4/36,notcapt,0,0,0,nocite,nocite,nocite,1,NINF,TX,SD,0,unknown,Kinnear-Weed Corp. and C.W. Kinnear,Reed Roller Bit Co.,"Hughes Tool Co., The Rucker Co., Security Engineering Co., Sun Oil Co., Phillips Petroleum Co., Amoco Production Co., Amoco Oil Co., Superior Oil Co., and Continental Oil Co.",1,1,184,131,2,5,11/20/74,1,affirmed,na,na,na,na,na,na
9097,RE23421,10/16/51,5/24/51,1/5/50,2546051,0,1,0,188,315,188/317,F16F 9/18; F16F 9/14,13,1,"Whisler, Jr., Ralph",Monroe,MI,US,Patent Development Co.,Monroe,MI,US,2,2,2,0,0,0,0,2/8/38,12/7/43,notcapt,0,0,1,1,141,626,2,V&I,KS,na,0,4/27/64,Monroe Auto Equipment Co.,Precision Rebuilders Inc.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
9098,RE23422,10/23/51,1/25/51,4/14/44,2421806,0,0,0,451,39,51/303,B24C 11/00,11,1,"Perry, Frank",Los Angeles,CA,US,"Turco Products, Inc.",Los Angeles,CA,US,10,10,10,0,0,0,0,5/30/16,10/17/39,notcapt,0,0,1,1,156,490,1,INV,MO,WD,0,11/6/67,Agrashell Inc.,Hammons Products Co.,none,1,1,162,449,1,8,7/23/69,1,affirmed,na,na,na,na,na,na
9099,RE23547,9/9/52,9/16/50,5/15/46,2502253,0,0,0,439,290,none,H01R 13/28; H01R 13/02,3,1,"Fox, Benjamin",Philadelphia,PA,US,none,na,na,omitted,7,4,4,0,0,0,3,9/7/1897,12/24/37,notcapt,1,1,0,nocite,nocite,nocite,2,INV,PA,ED,0,unknown,Elco Corp. and Benjamin Fox,"Methode Electronics, Inc.",none,1,1,155,353,2,3,10/6/67,1,affirmed,na,na,na,na,na,na
9100,RE23559,9/30/52,8/25/52,4/6/35,2267361,0,0,0,204,196.36,none,C23F 13/02; C23F 13/00; F16L 58/02; F16L 58/14,8,1,"Andrus, Orrin",Shorewood,WI,US,A.O. Smith Corp.,Milwaukee,WI,US,12,10,10,0,0,0,2,3/15/10,1/30/25,notcapt,0,0,1,1,96,94,2,INV,TX,ND,0,12/3/52,A.O. Smith Corp.,Affiliated Gas Equipment Inc.,none,1,1,98,169,2,5,6/30/53,1,affirmed,na,na,na,na,na,na
9101,RE23594,12/9/52,10/2/50,1/8/46,2507169,0,0,0,298,22B,none,B60P 1/04; B60P 1/16,2,1,"Lundell, Vernon",Meriden,IA,US,none,na,na,omitted,9,8,8,0,0,0,1,12/4/28,1/17/39,notcapt,0,0,1,1,103,30,1,INV,IA,ND,0,7/30/54,Vernon Lundell,Wallin Mfg. Co.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
9102,RE23619,2/10/53,7/10/52,7/14/41,2405866,0,0,0,219,235,219/240,B23K 3/02; B23K 3/03,11,1,"Weller, Carl",Easton,PA,US,Weller Manufacturing Co.,Easton,PA,US,16,14,14,0,0,0,2,2/3/1891,4/21/31,notcapt,0,0,1,1,101,14,1,V&I,IL,ND,0,1/19/54,Weller Mfg. Co.,"Wen Products, Inc.",none,1,1,109,73,1,7,3/30/56,1,affirmed,na,na,na,na,na,na
9103,RE23626,3/10/53,12/8/52,12/21/45,2470140,0,0,0,68,23.4,none,D06F 23/00; D06F 23/04,8,1,"Castner, George",Webster City,IA,US,Solar Corp.,Milwaukee,WI,US,10,10,10,0,0,0,0,11/27/23,10/12/43,notcapt,0,0,0,nocite,nocite,nocite,2,INV,IL,ND,0,unknown,"Solar Corp. (by merger Gamble-Skogmo, Inc.)",Borg-Warner Corp.,none,1,1,113,428,2,7,5/24/57,1,affirmed,na,na,na,na,na,na
9104,RE23688,7/21/53,10/28/47,12/14/43,2410321,0,0,0,439,730,29/505; 29/520; 29/525; 29/874; D13/148,H01R 4/20; H01R 4/10,7,1,"Watts, William",Boselle,NJ,US,"Aircraft Marine Products, Inc.",Elizabeth,NJ,US,6,5,5,0,0,0,1,3/31/36,9/10/39,notcapt,0,0,1,1,136,617,1,NINF,DE,na,0,3/4/63,AMP Inc.,Burndy Corp.,Artcraft Electric Supply Co.,1,1,141,705,1,3,5/18/64,0,rev(INV),na,na,na,na,na,na
9105,RE23694,8/4/53,9/13/52,6/11/48,2571550,0,0,0,414,621,180/54.1,B66F 9/18,20,1,"Ehmann, Leslie",Portland,OR,US,Hyster Co.,Portland,OR,US,16,16,16,0,0,0,0,12/9/24,12/17/46,notcapt,0,0,0,nocite,nocite,nocite,1,INV,IL,ND,0,unknown,Hyster Co.,"Hunt Foods, Inc.",Universal Clamp Co.,1,1,120,140,1,7,1/14/59,1,affirmed,na,na,na,na,na,na
9106,RE23717,9/29/53,5/7/53,6/1/49,2501422,0,1,0,451,548,none,B24D 7/00; B24D 7/06,23,1,"Titcomb, Albert",Hamden,CT,US,none,na,na,omitted,10,9,9,0,0,0,1,8/15/05,6/24/30,notcapt,0,0,1,1,124,257,2,INV,CT,na,0,12/30/59,A. Shephard Titcomb,Norton Co. ,none,1,1,134,206,2,2,7/11/62,1,affirmed,na,na,na,na,na,na
9107,RE23718,9/29/53,3/23/53,3/27/50,2593717,0,0,0,414,540,414/501,B60P 1/36,9,2,"Barrott, Jr., William",Aurora,IN,US,none,na,na,omitted,14,14,14,0,0,0,0,6/28/1892,11/10/42,notcapt,0,0,1,1,127,69,1,INV,MI,WD,0,9/16/60,"William E. Barrott, Sr. and Jr.",The Drake Casket Co.,none,1,1,132,364,1,6,1/24/62,1,affirmed,na,na,na,na,na,na
9108,RE23725,10/20/53,7/9/53,4/21/47,2627776,0,1,0,84,382,984/133,G10D 7/06; G10D 7/00,6,1,"Leblanc, Leon",Paris,na,FR,none,na,na,omitted,4,3,3,0,0,0,1,3/10/25,9/12/33,notcapt,0,0,0,nocite,nocite,nocite,1,INV,IN,ND,0,unknown,G. Leblanc Corp.,H & A Selmer Inc.,none,1,1,135,338,1,7,11/21/62,1,affirmed,na,na,na,na,na,na
9109,RE23742,11/24/53,10/24/52,8/20/41,2317765,0,0,0,514,483,556/38; 556/39; 562/27,na,8,1,"Hester, William",Drexel Hill,PA,US,Rohm & Haas Co.,Philadelphia,PA,US,6,6,6,0,0,0,0,9/11/34,9/29/42,notcapt,0,0,1,1,110,93,1,INV,WV,SD,0,6/27/56,Rohm & Hass Co.,"Roberts Chemicals, Inc.",none,1,1,113,423,1,4,5/27/57,0,rev(V&I),na,na,na,na,na,na
9110,RE23756,12/22/53,2/10/53,8/23/50,2585942,0,0,0,227,130,none,B25C 5/00; B25C 5/16,4,1,"Juilfs, Albert",Newtown,OH,US,"Senco Products, Inc.",Cincinnati,OH,US,5,5,5,0,0,0,0,1/8/35,5/4/48,notcapt,0,0,0,nocite,nocite,nocite,3,V&I,OH,SD,0,unknown,"Senco Products, Inc.",Cincinnati Shippers Supply Co. and Dayton Fastener,Shipping Room Suppliers Inc.,1,1,113,101,3,6,3/26/57,1,affirmed,na,na,na,na,na,na
9111,RE23830,5/18/54,2/24/54,4/4/49,2667990,0,0,0,222,67,137/432; 222/641,B67D 3/00; B65B 3/36; B65B 3/00,7,1,"Mojonnier, Albert",Chicago,IL,US,The Mojonnier-Dawson Co.,na,na,US,10,10,10,0,0,0,0,6/14/21,1/19/43,notcapt,0,0,1,1,109,84,1,INV,IL,ND,0,11/15/56,The Mojonnier Dawson Co.,U.S. Dairies Sales Corp.,Purity Pack Corp.,1,1,116,106,1,7,1/15/58,0,R&R,11/18/58,119-408,V&I,na,na,na
9112,RE23830,5/18/54,2/24/54,4/4/49,2667990,0,0,0,222,67,137/432; 222/641,B67D 3/00; B65B 3/36; B65B 3/00,7,1,"Mojonnier, Albert",Chicago,IL,US,The Mojonnier-Dawson Co.,na,na,US,10,10,10,0,0,0,0,6/14/21,1/19/43,notcapt,0,0,1,1,119,417,1,V&I,IN,ND,0,12/1/58,The Mojonnier Dawson Co.,"Eby's Guernsey Dairy, Inc.",none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
